 ;5.02 BN - Kennedybrücke (Südseite) Barometer ;5.02 BN - Kennedybrücke (Südseite) IN ;5.02 BN - Kennedybrücke (Südseite) Barometer Radfahrer Ri. Beuel
2017-04-16-20-15-00;11;1;10
2017-04-16-20-30-00;15;1;14
2017-04-16-20-45-00;15;5;10
2017-04-16-21-00-00;17;4;13
2017-04-16-21-15-00;3;0;3
2017-04-16-21-30-00;14;2;12
2017-04-16-21-45-00;12;4;8
2017-04-16-22-00-00;5;3;2
2017-04-16-22-15-00;8;5;3
2017-04-16-22-30-00;8;2;6
2017-04-16-22-45-00;10;1;9
2017-04-16-23-00-00;9;2;7
2017-04-16-23-15-00;6;2;4
2017-04-16-23-30-00;4;1;3
2017-04-16-23-45-00;6;0;6
2017-04-17-00-00-00;5;2;3
2017-04-17-00-15-00;10;0;10
2017-04-17-00-30-00;4;1;3
2017-04-17-00-45-00;2;0;2
2017-04-17-01-00-00;8;1;7
2017-04-17-01-15-00;3;1;2
2017-04-17-01-30-00;6;1;5
2017-04-17-01-45-00;4;0;4
2017-04-17-02-00-00;2;0;2
2017-04-17-02-15-00;0;0;0
2017-04-17-02-30-00;1;0;1
2017-04-17-02-45-00;3;0;3
2017-04-17-03-00-00;1;0;1
2017-04-17-03-15-00;1;0;1
2017-04-17-03-30-00;3;0;3
2017-04-17-03-45-00;0;0;0
2017-04-17-04-00-00;3;0;3
2017-04-17-04-15-00;1;1;0
2017-04-17-04-30-00;0;0;0
2017-04-17-04-45-00;0;0;0
2017-04-17-05-00-00;1;1;0
2017-04-17-05-15-00;1;1;0
2017-04-17-05-30-00;0;0;0
2017-04-17-05-45-00;3;0;3
2017-04-17-06-00-00;4;2;2
2017-04-17-06-15-00;2;0;2
2017-04-17-06-30-00;1;0;1
2017-04-17-06-45-00;1;0;1
2017-04-17-07-00-00;3;0;3
2017-04-17-07-15-00;2;0;2
2017-04-17-07-30-00;2;1;1
2017-04-17-07-45-00;1;0;1
2017-04-17-08-00-00;1;0;1
2017-04-17-08-15-00;1;1;0
2017-04-17-08-30-00;7;4;3
2017-04-17-08-45-00;1;0;1
2017-04-17-09-00-00;1;0;1
2017-04-17-09-15-00;1;0;1
2017-04-17-09-30-00;4;1;3
2017-04-17-09-45-00;2;0;2
2017-04-17-10-00-00;4;0;4
2017-04-17-10-15-00;3;1;2
2017-04-17-10-30-00;7;3;4
2017-04-17-10-45-00;10;3;7
2017-04-17-11-00-00;3;0;3
2017-04-17-11-15-00;12;2;10
2017-04-17-11-30-00;12;8;4
2017-04-17-11-45-00;15;4;11
2017-04-17-12-00-00;12;4;8
2017-04-17-12-15-00;10;0;10
2017-04-17-12-30-00;14;1;13
2017-04-17-12-45-00;13;6;7
2017-04-17-13-00-00;8;3;5
2017-04-17-13-15-00;7;4;3
2017-04-17-13-30-00;16;10;6
2017-04-17-13-45-00;20;8;12
2017-04-17-14-00-00;14;4;10
2017-04-17-14-15-00;22;5;17
2017-04-17-14-30-00;20;3;17
2017-04-17-14-45-00;35;12;23
2017-04-17-15-00-00;18;1;17
2017-04-17-15-15-00;25;6;19
2017-04-17-15-30-00;18;3;15
2017-04-17-15-45-00;21;7;14
2017-04-17-16-00-00;34;10;24
2017-04-17-16-15-00;15;4;11
2017-04-17-16-30-00;33;12;21
2017-04-17-16-45-00;33;17;16
2017-04-17-17-00-00;30;7;23
2017-04-17-17-15-00;44;14;30
2017-04-17-17-30-00;35;14;21
2017-04-17-17-45-00;35;7;28
2017-04-17-18-00-00;29;5;24
2017-04-17-18-15-00;23;7;16
2017-04-17-18-30-00;25;6;19
2017-04-17-18-45-00;29;11;18
2017-04-17-19-00-00;19;3;16
2017-04-17-19-15-00;18;2;16
2017-04-17-19-30-00;23;6;17
2017-04-17-19-45-00;25;7;18
2017-04-17-20-00-00;23;12;11
2017-04-17-20-15-00;27;3;24
2017-04-17-20-30-00;25;11;14
2017-04-17-20-45-00;8;4;4
2017-04-17-21-00-00;16;6;10
2017-04-17-21-15-00;18;5;13
2017-04-17-21-30-00;6;1;5
2017-04-17-21-45-00;7;1;6
2017-04-17-22-00-00;7;1;6
2017-04-17-22-15-00;7;4;3
2017-04-17-22-30-00;7;2;5
2017-04-17-22-45-00;10;0;10
2017-04-17-23-00-00;11;3;8
2017-04-17-23-15-00;8;3;5
2017-04-17-23-30-00;13;5;8
2017-04-17-23-45-00;9;1;8
2017-04-18-00-00-00;3;0;3
2017-04-18-00-15-00;1;0;1
2017-04-18-00-30-00;2;0;2
2017-04-18-00-45-00;2;0;2
2017-04-18-01-00-00;2;0;2
2017-04-18-01-15-00;2;1;1
2017-04-18-01-30-00;3;1;2
2017-04-18-01-45-00;1;0;1
2017-04-18-02-00-00;4;3;1
2017-04-18-02-15-00;3;1;2
2017-04-18-02-30-00;0;0;0
2017-04-18-02-45-00;0;0;0
2017-04-18-03-00-00;0;0;0
2017-04-18-03-15-00;3;0;3
2017-04-18-03-30-00;3;1;2
2017-04-18-03-45-00;0;0;0
2017-04-18-04-00-00;3;0;3
2017-04-18-04-15-00;1;0;1
2017-04-18-04-30-00;4;2;2
2017-04-18-04-45-00;1;0;1
2017-04-18-05-00-00;2;1;1
2017-04-18-05-15-00;5;3;2
2017-04-18-05-30-00;8;4;4
2017-04-18-05-45-00;17;5;12
2017-04-18-06-00-00;17;7;10
2017-04-18-06-15-00;16;8;8
2017-04-18-06-30-00;17;7;10
2017-04-18-06-45-00;30;18;12
2017-04-18-07-00-00;33;15;18
2017-04-18-07-15-00;44;20;24
2017-04-18-07-30-00;61;28;33
2017-04-18-07-45-00;82;52;30
2017-04-18-08-00-00;58;33;25
2017-04-18-08-15-00;66;45;21
2017-04-18-08-30-00;56;23;33
2017-04-18-08-45-00;75;41;34
2017-04-18-09-00-00;43;20;23
2017-04-18-09-15-00;47;28;19
2017-04-18-09-30-00;47;31;16
2017-04-18-09-45-00;47;31;16
2017-04-18-10-00-00;45;23;22
2017-04-18-10-15-00;32;13;19
2017-04-18-10-30-00;51;20;31
2017-04-18-10-45-00;54;17;37
2017-04-18-11-00-00;38;8;30
2017-04-18-11-15-00;19;3;16
2017-04-18-11-30-00;43;14;29
2017-04-18-11-45-00;39;15;24
2017-04-18-12-00-00;52;11;41
2017-04-18-12-15-00;29;3;26
2017-04-18-12-30-00;48;17;31
2017-04-18-12-45-00;43;16;27
2017-04-18-13-00-00;49;6;43
2017-04-18-13-15-00;44;16;28
2017-04-18-13-30-00;61;27;34
2017-04-18-13-45-00;47;9;38
2017-04-18-14-00-00;68;18;50
2017-04-18-14-15-00;54;14;40
2017-04-18-14-30-00;54;16;38
2017-04-18-14-45-00;41;8;33
2017-04-18-15-00-00;51;13;38
2017-04-18-15-15-00;62;14;48
2017-04-18-15-30-00;67;11;56
2017-04-18-15-45-00;59;12;47
2017-04-18-16-00-00;70;10;60
2017-04-18-16-15-00;51;7;44
2017-04-18-16-30-00;101;17;84
2017-04-18-16-45-00;94;21;73
2017-04-18-17-00-00;74;15;59
2017-04-18-17-15-00;136;19;117
2017-04-18-17-30-00;108;21;87
2017-04-18-17-45-00;116;18;98
2017-04-18-18-00-00;110;19;91
2017-04-18-18-15-00;92;21;71
2017-04-18-18-30-00;86;21;65
2017-04-18-18-45-00;78;16;62
2017-04-18-19-00-00;62;8;54
2017-04-18-19-15-00;57;6;51
2017-04-18-19-30-00;63;14;49
2017-04-18-19-45-00;60;15;45
2017-04-18-20-00-00;57;9;48
2017-04-18-20-15-00;40;12;28
2017-04-18-20-30-00;29;7;22
2017-04-18-20-45-00;37;4;33
2017-04-18-21-00-00;33;13;20
2017-04-18-21-15-00;22;5;17
2017-04-18-21-30-00;22;4;18
2017-04-18-21-45-00;13;0;13
2017-04-18-22-00-00;23;7;16
2017-04-18-22-15-00;19;3;16
2017-04-18-22-30-00;17;6;11
2017-04-18-22-45-00;18;5;13
2017-04-18-23-00-00;15;1;14
2017-04-18-23-15-00;28;5;23
2017-04-18-23-30-00;27;3;24
2017-04-18-23-45-00;12;2;10
2017-04-19-00-00-00;12;0;12
2017-04-19-00-15-00;9;2;7
2017-04-19-00-30-00;7;0;7
2017-04-19-00-45-00;6;2;4
2017-04-19-01-00-00;5;1;4
2017-04-19-01-15-00;2;0;2
2017-04-19-01-30-00;2;0;2
2017-04-19-01-45-00;1;1;0
2017-04-19-02-00-00;4;0;4
2017-04-19-02-15-00;2;0;2
2017-04-19-02-30-00;0;0;0
2017-04-19-02-45-00;2;0;2
2017-04-19-03-00-00;0;0;0
2017-04-19-03-15-00;1;0;1
2017-04-19-03-30-00;2;0;2
2017-04-19-03-45-00;1;0;1
2017-04-19-04-00-00;4;0;4
2017-04-19-04-15-00;2;1;1
2017-04-19-04-30-00;4;2;2
2017-04-19-04-45-00;1;0;1
2017-04-19-05-00-00;6;0;6
2017-04-19-05-15-00;3;3;0
2017-04-19-05-30-00;11;3;8
2017-04-19-05-45-00;14;5;9
2017-04-19-06-00-00;14;5;9
2017-04-19-06-15-00;19;7;12
2017-04-19-06-30-00;17;5;12
2017-04-19-06-45-00;22;13;9
2017-04-19-07-00-00;36;15;21
2017-04-19-07-15-00;40;14;26
2017-04-19-07-30-00;67;25;42
2017-04-19-07-45-00;80;48;32
2017-04-19-08-00-00;73;34;39
2017-04-19-08-15-00;76;39;37
2017-04-19-08-30-00;69;35;34
2017-04-19-08-45-00;77;29;48
2017-04-19-09-00-00;65;38;27
2017-04-19-09-15-00;51;30;21
2017-04-19-09-30-00;53;25;28
2017-04-19-09-45-00;60;37;23
2017-04-19-10-00-00;49;21;28
2017-04-19-10-15-00;38;18;20
2017-04-19-10-30-00;36;13;23
2017-04-19-10-45-00;45;17;28
2017-04-19-11-00-00;46;15;31
2017-04-19-11-15-00;44;14;30
2017-04-19-11-30-00;44;14;30
2017-04-19-11-45-00;47;17;30
2017-04-19-12-00-00;49;15;34
2017-04-19-12-15-00;45;13;32
2017-04-19-12-30-00;63;29;34
2017-04-19-12-45-00;64;22;42
2017-04-19-13-00-00;58;12;46
2017-04-19-13-15-00;53;13;40
2017-04-19-13-30-00;53;11;42
2017-04-19-13-45-00;59;16;43
2017-04-19-14-00-00;48;11;37
2017-04-19-14-15-00;51;14;37
2017-04-19-14-30-00;50;17;33
2017-04-19-14-45-00;65;22;43
2017-04-19-15-00-00;73;12;61
2017-04-19-15-15-00;69;12;57
2017-04-19-15-30-00;72;13;59
2017-04-19-15-45-00;76;17;59
2017-04-19-16-00-00;70;13;57
2017-04-19-16-15-00;94;17;77
2017-04-19-16-30-00;122;19;103
2017-04-19-16-45-00;105;21;84
2017-04-19-17-00-00;93;24;69
2017-04-19-17-15-00;113;13;100
2017-04-19-17-30-00;124;22;102
2017-04-19-17-45-00;131;19;112
2017-04-19-18-00-00;128;27;101
2017-04-19-18-15-00;88;21;67
2017-04-19-18-30-00;78;17;61
2017-04-19-18-45-00;84;22;62
2017-04-19-19-00-00;94;20;74
2017-04-19-19-15-00;75;11;64
2017-04-19-19-30-00;65;6;59
2017-04-19-19-45-00;70;9;61
2017-04-19-20-00-00;46;12;34
2017-04-19-20-15-00;53;13;40
2017-04-19-20-30-00;43;11;32
2017-04-19-20-45-00;46;7;39
2017-04-19-21-00-00;36;6;30
2017-04-19-21-15-00;26;1;25
2017-04-19-21-30-00;22;6;16
2017-04-19-21-45-00;28;6;22
2017-04-19-22-00-00;26;8;18
2017-04-19-22-15-00;31;7;24
2017-04-19-22-30-00;29;10;19
2017-04-19-22-45-00;32;5;27
2017-04-19-23-00-00;29;3;26
2017-04-19-23-15-00;19;5;14
2017-04-19-23-30-00;8;0;8
2017-04-19-23-45-00;5;1;4
2017-04-20-00-00-00;9;3;6
2017-04-20-00-15-00;3;1;2
2017-04-20-00-30-00;3;1;2
2017-04-20-00-45-00;3;0;3
2017-04-20-01-00-00;5;2;3
2017-04-20-01-15-00;3;0;3
2017-04-20-01-30-00;3;0;3
2017-04-20-01-45-00;1;0;1
2017-04-20-02-00-00;3;1;2
2017-04-20-02-15-00;0;0;0
2017-04-20-02-30-00;4;0;4
2017-04-20-02-45-00;0;0;0
2017-04-20-03-00-00;1;0;1
2017-04-20-03-15-00;3;2;1
2017-04-20-03-30-00;3;0;3
2017-04-20-03-45-00;2;0;2
2017-04-20-04-00-00;2;0;2
2017-04-20-04-15-00;1;0;1
2017-04-20-04-30-00;7;2;5
2017-04-20-04-45-00;3;1;2
2017-04-20-05-00-00;5;1;4
2017-04-20-05-15-00;2;1;1
2017-04-20-05-30-00;11;5;6
2017-04-20-05-45-00;16;5;11
2017-04-20-06-00-00;12;5;7
2017-04-20-06-15-00;16;10;6
2017-04-20-06-30-00;26;9;17
2017-04-20-06-45-00;33;18;15
2017-04-20-07-00-00;37;16;21
2017-04-20-07-15-00;47;18;29
2017-04-20-07-30-00;75;30;45
2017-04-20-07-45-00;79;43;36
2017-04-20-08-00-00;73;41;32
2017-04-20-08-15-00;78;50;28
2017-04-20-08-30-00;68;37;31
2017-04-20-08-45-00;84;45;39
2017-04-20-09-00-00;53;22;31
2017-04-20-09-15-00;53;23;30
2017-04-20-09-30-00;68;38;30
2017-04-20-09-45-00;60;34;26
2017-04-20-10-00-00;57;23;34
2017-04-20-10-15-00;37;15;22
2017-04-20-10-30-00;34;11;23
2017-04-20-10-45-00;40;13;27
2017-04-20-11-00-00;44;17;27
2017-04-20-11-15-00;45;17;28
2017-04-20-11-30-00;51;19;32
2017-04-20-11-45-00;48;21;27
2017-04-20-12-00-00;61;22;39
2017-04-20-12-15-00;53;15;38
2017-04-20-12-30-00;71;21;50
2017-04-20-12-45-00;52;15;37
2017-04-20-13-00-00;82;21;61
2017-04-20-13-15-00;50;12;38
2017-04-20-13-30-00;77;32;45
2017-04-20-13-45-00;58;16;42
2017-04-20-14-00-00;66;20;46
2017-04-20-14-15-00;68;15;53
2017-04-20-14-30-00;85;18;67
2017-04-20-14-45-00;89;17;72
2017-04-20-15-00-00;73;18;55
2017-04-20-15-15-00;81;25;56
2017-04-20-15-30-00;86;17;69
2017-04-20-15-45-00;104;18;86
2017-04-20-16-00-00;99;11;88
2017-04-20-16-15-00;110;22;88
2017-04-20-16-30-00;108;20;88
2017-04-20-16-45-00;137;29;108
2017-04-20-17-00-00;126;28;98
2017-04-20-17-15-00;121;28;93
2017-04-20-17-30-00;141;19;122
2017-04-20-17-45-00;152;24;128
2017-04-20-18-00-00;115;21;94
2017-04-20-18-15-00;119;20;99
2017-04-20-18-30-00;124;21;103
2017-04-20-18-45-00;118;23;95
2017-04-20-19-00-00;95;14;81
2017-04-20-19-15-00;90;17;73
2017-04-20-19-30-00;86;13;73
2017-04-20-19-45-00;81;25;56
2017-04-20-20-00-00;61;7;54
2017-04-20-20-15-00;57;11;46
2017-04-20-20-30-00;70;32;38
2017-04-20-20-45-00;41;14;27
2017-04-20-21-00-00;45;15;30
2017-04-20-21-15-00;34;7;27
2017-04-20-21-30-00;28;4;24
2017-04-20-21-45-00;28;3;25
2017-04-20-22-00-00;31;5;26
2017-04-20-22-15-00;24;8;16
2017-04-20-22-30-00;32;4;28
2017-04-20-22-45-00;22;5;17
2017-04-20-23-00-00;26;4;22
2017-04-20-23-15-00;15;3;12
2017-04-20-23-30-00;22;8;14
2017-04-20-23-45-00;17;2;15
2017-04-21-00-00-00;14;1;13
2017-04-21-00-15-00;15;6;9
2017-04-21-00-30-00;7;2;5
2017-04-21-00-45-00;4;0;4
2017-04-21-01-00-00;4;0;4
2017-04-21-01-15-00;4;0;4
2017-04-21-01-30-00;5;0;5
2017-04-21-01-45-00;1;0;1
2017-04-21-02-00-00;2;0;2
2017-04-21-02-15-00;2;0;2
2017-04-21-02-30-00;2;0;2
2017-04-21-02-45-00;3;0;3
2017-04-21-03-00-00;0;0;0
2017-04-21-03-15-00;2;0;2
2017-04-21-03-30-00;2;0;2
2017-04-21-03-45-00;1;0;1
2017-04-21-04-00-00;4;1;3
2017-04-21-04-15-00;0;0;0
2017-04-21-04-30-00;4;2;2
2017-04-21-04-45-00;2;0;2
2017-04-21-05-00-00;3;0;3
2017-04-21-05-15-00;5;3;2
2017-04-21-05-30-00;11;4;7
2017-04-21-05-45-00;13;5;8
2017-04-21-06-00-00;15;5;10
2017-04-21-06-15-00;9;4;5
2017-04-21-06-30-00;22;7;15
2017-04-21-06-45-00;30;19;11
2017-04-21-07-00-00;26;11;15
2017-04-21-07-15-00;38;18;20
2017-04-21-07-30-00;58;22;36
2017-04-21-07-45-00;82;51;31
2017-04-21-08-00-00;51;26;25
2017-04-21-08-15-00;65;38;27
2017-04-21-08-30-00;57;31;26
2017-04-21-08-45-00;79;39;40
2017-04-21-09-00-00;49;19;30
2017-04-21-09-15-00;56;32;24
2017-04-21-09-30-00;34;16;18
2017-04-21-09-45-00;49;26;23
2017-04-21-10-00-00;42;15;27
2017-04-21-10-15-00;34;19;15
2017-04-21-10-30-00;14;5;9
2017-04-21-10-45-00;50;16;34
2017-04-21-11-00-00;41;14;27
2017-04-21-11-15-00;46;20;26
2017-04-21-11-30-00;52;18;34
2017-04-21-11-45-00;52;20;32
2017-04-21-12-00-00;58;20;38
2017-04-21-12-15-00;53;12;41
2017-04-21-12-30-00;73;17;56
2017-04-21-12-45-00;37;10;27
2017-04-21-13-00-00;57;14;43
2017-04-21-13-15-00;65;17;48
2017-04-21-13-30-00;82;15;67
2017-04-21-13-45-00;74;16;58
2017-04-21-14-00-00;70;10;60
2017-04-21-14-15-00;69;10;59
2017-04-21-14-30-00;85;18;67
2017-04-21-14-45-00;64;13;51
2017-04-21-15-00-00;75;12;63
2017-04-21-15-15-00;70;10;60
2017-04-21-15-30-00;90;17;73
2017-04-21-15-45-00;74;13;61
2017-04-21-16-00-00;94;23;71
2017-04-21-16-15-00;80;15;65
2017-04-21-16-30-00;76;17;59
2017-04-21-16-45-00;95;15;80
2017-04-21-17-00-00;85;16;69
2017-04-21-17-15-00;92;27;65
2017-04-21-17-30-00;100;22;78
2017-04-21-17-45-00;102;18;84
2017-04-21-18-00-00;71;21;50
2017-04-21-18-15-00;97;23;74
2017-04-21-18-30-00;93;22;71
2017-04-21-18-45-00;90;25;65
2017-04-21-19-00-00;78;20;58
2017-04-21-19-15-00;72;15;57
2017-04-21-19-30-00;68;10;58
2017-04-21-19-45-00;62;8;54
2017-04-21-20-00-00;62;16;46
2017-04-21-20-15-00;37;4;33
2017-04-21-20-30-00;34;5;29
2017-04-21-20-45-00;36;13;23
2017-04-21-21-00-00;24;10;14
2017-04-21-21-15-00;33;8;25
2017-04-21-21-30-00;23;7;16
2017-04-21-21-45-00;30;5;25
2017-04-21-22-00-00;18;6;12
2017-04-21-22-15-00;19;1;18
2017-04-21-22-30-00;38;8;30
2017-04-21-22-45-00;40;13;27
2017-04-21-23-00-00;18;9;9
2017-04-21-23-15-00;12;3;9
2017-04-21-23-30-00;18;7;11
2017-04-21-23-45-00;17;3;14
2017-04-22-00-00-00;16;2;14
2017-04-22-00-15-00;14;3;11
2017-04-22-00-30-00;11;3;8
2017-04-22-00-45-00;12;2;10
2017-04-22-01-00-00;9;2;7
2017-04-22-01-15-00;12;2;10
2017-04-22-01-30-00;14;4;10
2017-04-22-01-45-00;11;3;8
2017-04-22-02-00-00;13;2;11
2017-04-22-02-15-00;8;4;4
2017-04-22-02-30-00;8;1;7
2017-04-22-02-45-00;2;0;2
2017-04-22-03-00-00;4;0;4
2017-04-22-03-15-00;8;0;8
2017-04-22-03-30-00;5;1;4
2017-04-22-03-45-00;8;0;8
2017-04-22-04-00-00;2;0;2
2017-04-22-04-15-00;5;0;5
2017-04-22-04-30-00;1;0;1
2017-04-22-04-45-00;2;0;2
2017-04-22-05-00-00;2;0;2
2017-04-22-05-15-00;8;5;3
2017-04-22-05-30-00;6;2;4
2017-04-22-05-45-00;5;4;1
2017-04-22-06-00-00;8;2;6
2017-04-22-06-15-00;0;0;0
2017-04-22-06-30-00;4;0;4
2017-04-22-06-45-00;7;1;6
2017-04-22-07-00-00;7;3;4
2017-04-22-07-15-00;6;1;5
2017-04-22-07-30-00;8;4;4
2017-04-22-07-45-00;6;2;4
2017-04-22-08-00-00;10;3;7
2017-04-22-08-15-00;10;4;6
2017-04-22-08-30-00;8;4;4
2017-04-22-08-45-00;18;8;10
2017-04-22-09-00-00;14;4;10
2017-04-22-09-15-00;14;8;6
2017-04-22-09-30-00;14;10;4
2017-04-22-09-45-00;22;10;12
2017-04-22-10-00-00;24;13;11
2017-04-22-10-15-00;16;11;5
2017-04-22-10-30-00;30;16;14
2017-04-22-10-45-00;31;13;18
2017-04-22-11-00-00;35;13;22
2017-04-22-11-15-00;42;21;21
2017-04-22-11-30-00;45;25;20
2017-04-22-11-45-00;39;17;22
2017-04-22-12-00-00;42;23;19
2017-04-22-12-15-00;50;23;27
2017-04-22-12-30-00;55;19;36
2017-04-22-12-45-00;40;13;27
2017-04-22-13-00-00;38;10;28
2017-04-22-13-15-00;47;18;29
2017-04-22-13-30-00;34;12;22
2017-04-22-13-45-00;41;9;32
2017-04-22-14-00-00;54;14;40
2017-04-22-14-15-00;69;28;41
2017-04-22-14-30-00;74;14;60
2017-04-22-14-45-00;57;15;42
2017-04-22-15-00-00;68;26;42
2017-04-22-15-15-00;67;16;51
2017-04-22-15-30-00;55;13;42
2017-04-22-15-45-00;58;17;41
2017-04-22-16-00-00;55;10;45
2017-04-22-16-15-00;50;9;41
2017-04-22-16-30-00;80;10;70
2017-04-22-16-45-00;50;13;37
2017-04-22-17-00-00;56;13;43
2017-04-22-17-15-00;59;14;45
2017-04-22-17-30-00;63;15;48
2017-04-22-17-45-00;67;22;45
2017-04-22-18-00-00;34;2;32
2017-04-22-18-15-00;54;12;42
2017-04-22-18-30-00;55;19;36
2017-04-22-18-45-00;44;8;36
2017-04-22-19-00-00;43;9;34
2017-04-22-19-15-00;40;14;26
2017-04-22-19-30-00;49;16;33
2017-04-22-19-45-00;27;10;17
2017-04-22-20-00-00;37;9;28
2017-04-22-20-15-00;20;6;14
2017-04-22-20-30-00;24;7;17
2017-04-22-20-45-00;26;9;17
2017-04-22-21-00-00;25;7;18
2017-04-22-21-15-00;21;7;14
2017-04-22-21-30-00;17;10;7
2017-04-22-21-45-00;18;2;16
2017-04-22-22-00-00;18;5;13
2017-04-22-22-15-00;22;4;18
2017-04-22-22-30-00;19;8;11
2017-04-22-22-45-00;16;1;15
2017-04-22-23-00-00;19;5;14
2017-04-22-23-15-00;18;1;17
2017-04-22-23-30-00;18;5;13
2017-04-22-23-45-00;16;0;16
2017-04-23-00-00-00;15;1;14
2017-04-23-00-15-00;13;2;11
2017-04-23-00-30-00;15;5;10
2017-04-23-00-45-00;12;0;12
2017-04-23-01-00-00;11;1;10
2017-04-23-01-15-00;10;0;10
2017-04-23-01-30-00;16;4;12
2017-04-23-01-45-00;17;4;13
2017-04-23-02-00-00;4;0;4
2017-04-23-02-15-00;4;0;4
2017-04-23-02-30-00;4;0;4
2017-04-23-02-45-00;8;0;8
2017-04-23-03-00-00;12;0;12
2017-04-23-03-15-00;3;1;2
2017-04-23-03-30-00;6;0;6
2017-04-23-03-45-00;4;3;1
2017-04-23-04-00-00;5;3;2
2017-04-23-04-15-00;3;0;3
2017-04-23-04-30-00;4;0;4
2017-04-23-04-45-00;3;0;3
2017-04-23-05-00-00;3;2;1
2017-04-23-05-15-00;2;0;2
2017-04-23-05-30-00;5;4;1
2017-04-23-05-45-00;2;1;1
2017-04-23-06-00-00;2;1;1
2017-04-23-06-15-00;5;2;3
2017-04-23-06-30-00;2;0;2
2017-04-23-06-45-00;7;1;6
2017-04-23-07-00-00;6;2;4
2017-04-23-07-15-00;2;1;1
2017-04-23-07-30-00;6;5;1
2017-04-23-07-45-00;8;0;8
2017-04-23-08-00-00;10;6;4
2017-04-23-08-15-00;4;2;2
2017-04-23-08-30-00;11;3;8
2017-04-23-08-45-00;9;2;7
2017-04-23-09-00-00;13;7;6
2017-04-23-09-15-00;26;10;16
2017-04-23-09-30-00;22;13;9
2017-04-23-09-45-00;22;8;14
2017-04-23-10-00-00;20;9;11
2017-04-23-10-15-00;23;10;13
2017-04-23-10-30-00;35;12;23
2017-04-23-10-45-00;28;17;11
2017-04-23-11-00-00;15;9;6
2017-04-23-11-15-00;35;12;23
2017-04-23-11-30-00;25;13;12
2017-04-23-11-45-00;30;13;17
2017-04-23-12-00-00;38;10;28
2017-04-23-12-15-00;38;9;29
2017-04-23-12-30-00;42;11;31
2017-04-23-12-45-00;37;3;34
2017-04-23-13-00-00;51;15;36
2017-04-23-13-15-00;35;9;26
2017-04-23-13-30-00;65;22;43
2017-04-23-13-45-00;81;24;57
2017-04-23-14-00-00;76;29;47
2017-04-23-14-15-00;75;18;57
2017-04-23-14-30-00;50;13;37
2017-04-23-14-45-00;53;9;44
2017-04-23-15-00-00;72;12;60
2017-04-23-15-15-00;72;18;54
2017-04-23-15-30-00;58;20;38
2017-04-23-15-45-00;49;11;38
2017-04-23-16-00-00;45;9;36
2017-04-23-16-15-00;63;27;36
2017-04-23-16-30-00;54;17;37
2017-04-23-16-45-00;43;7;36
2017-04-23-17-00-00;60;19;41
2017-04-23-17-15-00;57;18;39
2017-04-23-17-30-00;52;12;40
2017-04-23-17-45-00;59;14;45
2017-04-23-18-00-00;46;16;30
2017-04-23-18-15-00;41;16;25
2017-04-23-18-30-00;42;7;35
2017-04-23-18-45-00;50;21;29
2017-04-23-19-00-00;34;10;24
2017-04-23-19-15-00;36;4;32
2017-04-23-19-30-00;42;10;32
2017-04-23-19-45-00;32;11;21
2017-04-23-20-00-00;37;10;27
2017-04-23-20-15-00;39;15;24
2017-04-23-20-30-00;31;5;26
2017-04-23-20-45-00;19;4;15
2017-04-23-21-00-00;23;6;17
2017-04-23-21-15-00;17;1;16
2017-04-23-21-30-00;17;4;13
2017-04-23-21-45-00;14;1;13
2017-04-23-22-00-00;14;4;10
2017-04-23-22-15-00;18;4;14
2017-04-23-22-30-00;14;2;12
2017-04-23-22-45-00;8;2;6
2017-04-23-23-00-00;11;4;7
2017-04-23-23-15-00;16;1;15
2017-04-23-23-30-00;9;1;8
2017-04-23-23-45-00;6;0;6
2017-04-24-00-00-00;4;0;4
2017-04-24-00-15-00;5;1;4
2017-04-24-00-30-00;2;1;1
2017-04-24-00-45-00;3;2;1
2017-04-24-01-00-00;4;2;2
2017-04-24-01-15-00;5;0;5
2017-04-24-01-30-00;1;0;1
2017-04-24-01-45-00;1;0;1
2017-04-24-02-00-00;1;0;1
2017-04-24-02-15-00;0;0;0
2017-04-24-02-30-00;0;0;0
2017-04-24-02-45-00;2;0;2
2017-04-24-03-00-00;0;0;0
2017-04-24-03-15-00;2;1;1
2017-04-24-03-30-00;0;0;0
2017-04-24-03-45-00;1;0;1
2017-04-24-04-00-00;2;1;1
2017-04-24-04-15-00;3;2;1
2017-04-24-04-30-00;5;1;4
2017-04-24-04-45-00;3;0;3
2017-04-24-05-00-00;2;1;1
2017-04-24-05-15-00;3;1;2
2017-04-24-05-30-00;10;4;6
2017-04-24-05-45-00;16;7;9
2017-04-24-06-00-00;21;5;16
2017-04-24-06-15-00;20;7;13
2017-04-24-06-30-00;32;13;19
2017-04-24-06-45-00;29;19;10
2017-04-24-07-00-00;55;32;23
2017-04-24-07-15-00;78;28;50
2017-04-24-07-30-00;107;64;43
2017-04-24-07-45-00;118;67;51
2017-04-24-08-00-00;110;61;49
2017-04-24-08-15-00;123;78;45
2017-04-24-08-30-00;104;57;47
2017-04-24-08-45-00;97;45;52
2017-04-24-09-00-00;68;36;32
2017-04-24-09-15-00;76;43;33
2017-04-24-09-30-00;55;21;34
2017-04-24-09-45-00;65;33;32
2017-04-24-10-00-00;60;22;38
2017-04-24-10-15-00;39;22;17
2017-04-24-10-30-00;46;15;31
2017-04-24-10-45-00;51;21;30
